book_id,genres
8976,"['fiction', 'horror', 'thriller', 'classics', 'crime', 'mystery']"
1257,"['paranormal', 'romance', 'fantasy', 'fiction']"
1410,"['mystery', 'fiction', 'classics', 'crime', 'thriller']"
5793,"['fantasy', 'young-adult', 'romance', 'fiction']"
7966,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'fiction', 'comics']"
3370,"['fantasy', 'fiction', 'classics', 'young-adult']"
7051,"['romance', 'contemporary', 'fiction', 'chick-lit']"
2143,"['comics', 'graphic-novels', 'fiction', 'fantasy']"
6044,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
2781,"['christian', 'nonfiction', 'religion', 'memoir', 'classics', 'philosophy', 'biography', 'spirituality', 'psychology', 'self-help', 'fiction']"
6246,"['fantasy', 'fiction', 'books']"
747,"['fantasy', 'young-adult', 'fiction']"
5422,"['mystery', 'fiction', 'crime', 'thriller']"
7202,"['romance', 'sports', 'contemporary']"
2292,"['fiction', 'contemporary']"
3796,"['young-adult', 'poetry', 'fiction', 'contemporary', 'romance']"
1716,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
2814,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']"
13,"['classics', 'fiction', 'science-fiction', 'fantasy', 'philosophy', 'books', 'horror']"
2330,"['romance', 'contemporary']"
1492,"['poetry', 'classics', 'fiction']"
3689,"['christian', 'nonfiction', 'spirituality', 'religion', 'classics']"
6084,"['fiction', 'fantasy']"
3932,"['graphic-novels', 'comics', 'fiction', 'young-adult', 'manga', 'fantasy', 'romance']"
3094,"['fiction', 'classics', 'poetry']"
520,"['fiction', 'fantasy', 'contemporary', 'mystery']"
550,"['nonfiction', 'science', 'history']"
9989,"['paranormal', 'young-adult', 'romance', 'fantasy']"
583,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
4918,"['romance', 'sports', 'contemporary', 'young-adult']"
5710,"['paranormal', 'romance', 'fantasy', 'fiction']"
1263,"['science-fiction', 'fiction', 'mystery', 'fantasy', 'horror']"
9319,"['manga', 'romance', 'graphic-novels', 'young-adult', 'comics', 'fiction', 'contemporary']"
4589,"['mystery', 'fiction', 'crime']"
1151,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
4056,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
251,"['classics', 'fiction', 'poetry', 'fantasy']"
2599,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
1034,"['fantasy', 'mystery', 'fiction', 'paranormal']"
4742,"['romance', 'contemporary', 'music', 'fiction']"
6197,"['fantasy', 'fiction', 'young-adult']"
2451,"['graphic-novels', 'nonfiction', 'comics', 'memoir', 'biography', 'history']"
6763,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
8699,"['classics', 'fiction', 'fantasy']"
579,"['fiction', 'classics', 'young-adult']"
7447,"['paranormal', 'romance', 'fantasy']"
6210,"['romance', 'historical-fiction', 'fiction']"
2006,"['fantasy', 'fiction', 'crime']"
1966,"['romance', 'fiction', 'fantasy', 'contemporary', 'paranormal', 'chick-lit']"
6459,"['paranormal', 'romance', 'fantasy']"
3317,"['fantasy', 'fiction', 'science-fiction']"
5512,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
2086,"['fantasy', 'fiction']"
9923,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'suspense', 'crime', 'paranormal']"
1751,"['romance', 'contemporary', 'fiction', 'chick-lit', 'paranormal']"
6751,"['history', 'nonfiction', 'classics', 'philosophy']"
3093,"['fiction', 'historical-fiction', 'classics']"
2944,"['fantasy', 'fiction']"
681,"['classics', 'historical-fiction', 'fiction', 'young-adult']"
721,"['nonfiction', 'graphic-novels', 'memoir', 'comics', 'biography']"
1175,"['fantasy', 'young-adult', 'romance', 'fiction']"
4984,"['fiction', 'graphic-novels', 'young-adult', 'comics']"
2463,"['fantasy', 'young-adult', 'fiction', 'mystery', 'historical-fiction']"
4163,"['christian', 'biography', 'nonfiction', 'history', 'memoir', 'religion']"
4571,"['fantasy', 'fiction']"
3970,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
9139,"['horror', 'fiction', 'classics', 'fantasy', 'thriller', 'paranormal', 'science-fiction']"
2718,"['fantasy', 'fiction', 'mystery']"
9457,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'fiction', 'comics']"
3497,"['fantasy', 'young-adult', 'fiction']"
8768,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction', 'thriller', 'books', 'suspense']"
4814,"['fiction', 'young-adult', 'contemporary']"
3596,"['fiction', 'poetry', 'fantasy']"
4441,"['fiction', 'classics', 'fantasy', 'philosophy']"
6759,"['paranormal', 'fantasy', 'romance', 'young-adult']"
1489,"['classics', 'historical-fiction', 'fiction', 'young-adult']"
1358,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
947,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
2164,"['fantasy', 'young-adult', 'fiction']"
5205,"['graphic-novels', 'fantasy', 'fiction', 'young-adult', 'comics']"
5923,"['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']"
6762,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
4662,"['romance', 'contemporary', 'young-adult', 'chick-lit']"
1898,"['science-fiction', 'fiction', 'fantasy']"
3449,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']"
109,"['classics', 'fiction', 'historical-fiction', 'romance']"
9052,"['paranormal', 'romance', 'fantasy', 'mystery']"
877,"['fantasy', 'classics', 'fiction', 'young-adult']"
3920,"['historical-fiction', 'fiction', 'classics', 'romance']"
7312,"['paranormal', 'romance', 'fantasy', 'fiction']"
4301,"['poetry', 'classics', 'fiction']"
4291,"['classics', 'fantasy', 'fiction', 'young-adult', 'art', 'graphic-novels', 'science']"
9806,"['manga', 'fantasy', 'comics', 'graphic-novels', 'young-adult', 'fiction']"
1067,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
1672,"['nonfiction', 'biography', 'memoir', 'science', 'history']"
3344,"['poetry', 'classics', 'fiction', 'philosophy', 'nonfiction', 'biography', 'young-adult', 'books']"
1670,"['nonfiction', 'memoir', 'christian', 'biography', 'religion']"
4234,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction', 'chick-lit', 'mystery']"
3126,"['fiction', 'classics']"
3836,"['fantasy', 'fiction', 'classics', 'young-adult']"
3824,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
169,"['romance', 'fiction', 'young-adult', 'contemporary', 'chick-lit']"
7807,"['manga', 'graphic-novels', 'comics', 'fantasy', 'fiction', 'mystery', 'horror', 'young-adult', 'thriller']"
2467,"['fiction', 'classics', 'fantasy']"
3014,"['fiction', 'fantasy']"
2181,"['fiction', 'classics']"
3860,"['fantasy', 'young-adult', 'fiction']"
4324,"['romance', 'contemporary', 'chick-lit', 'fiction']"
7753,"['fiction', 'fantasy']"
672,"['mystery', 'classics', 'fiction', 'crime', 'thriller']"
1704,"['fiction', 'classics', 'historical-fiction', 'science-fiction']"
5366,"['graphic-novels', 'comics', 'science-fiction', 'fiction', 'fantasy']"
4929,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'contemporary', 'books']"
3695,"['business', 'nonfiction', 'self-help']"
3887,"['romance', 'historical-fiction', 'fiction']"
3927,"['paranormal', 'romance', 'fantasy', 'fiction']"
4325,"['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']"
446,"['classics', 'mystery', 'fiction', 'crime', 'historical-fiction']"
6142,"['christian', 'fiction', 'romance', 'historical-fiction', 'contemporary', 'chick-lit']"
2146,"['fantasy', 'fiction', 'young-adult']"
2416,"['fantasy', 'fiction']"
4726,"['science-fiction', 'fiction', 'fantasy']"
7445,"['romance', 'contemporary', 'chick-lit', 'fiction', 'suspense']"
4816,"['paranormal', 'romance', 'fantasy', 'fiction']"
3974,"['fantasy', 'science-fiction', 'fiction', 'young-adult']"
3839,"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']"
1197,"['young-adult', 'science-fiction', 'fantasy', 'fiction', 'romance']"
402,"['classics', 'horror', 'fiction', 'poetry', 'mystery', 'fantasy']"
3989,"['fantasy', 'fiction']"
1515,"['nonfiction', 'memoir', 'biography', 'religion']"
6596,"['fantasy', 'paranormal', 'romance', 'fiction']"
7702,"['romance', 'contemporary', 'paranormal', 'young-adult', 'fantasy', 'fiction', 'mystery', 'suspense']"
3768,"['fantasy', 'fiction', 'paranormal']"
6480,"['historical-fiction', 'fiction', 'romance']"
3972,"['christian', 'religion', 'nonfiction', 'spirituality', 'self-help', 'philosophy', 'classics']"
3710,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
1805,"['young-adult', 'fantasy', 'paranormal', 'romance']"
209,"['horror', 'fiction', 'thriller', 'mystery', 'crime', 'suspense', 'classics']"
2942,"['historical-fiction', 'fiction', 'classics']"
5118,"['young-adult', 'fantasy', 'science-fiction', 'romance', 'fiction']"
7689,"['fantasy', 'fiction', 'books', 'classics']"
2825,"['fantasy', 'fiction']"
5643,"['biography', 'christian', 'nonfiction', 'history', 'memoir', 'religion']"
936,"['fantasy', 'fiction', 'horror', 'science-fiction']"
4126,"['young-adult', 'poetry', 'fiction', 'contemporary', 'romance']"
9536,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'fiction', 'comics']"
1008,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
6111,"['paranormal', 'young-adult', 'romance', 'fantasy', 'contemporary', 'fiction']"
4822,"['poetry', 'classics', 'fiction']"
5742,"['fantasy', 'romance', 'historical-fiction', 'fiction', 'young-adult']"
4741,"['romance', 'contemporary', 'chick-lit', 'music']"
3337,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'horror', 'thriller', 'romance']"
1998,"['christian', 'nonfiction', 'self-help', 'religion', 'spirituality']"
1049,"['fantasy', 'fiction', 'romance', 'science-fiction']"
231,"['historical-fiction', 'fiction']"
8668,"['fantasy', 'young-adult', 'romance', 'fiction']"
8442,"['romance', 'suspense', 'contemporary', 'mystery', 'thriller', 'fiction', 'crime']"
3279,"['science', 'fiction', 'nonfiction', 'science-fiction', 'fantasy', 'classics']"
3115,"['paranormal', 'romance', 'fantasy']"
2935,"['fantasy', 'young-adult', 'fiction']"
674,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery']"
8829,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'suspense', 'crime']"
1322,"['fantasy', 'classics', 'fiction', 'young-adult']"
8202,"['cookbooks', 'nonfiction', 'travel']"
8700,"['fiction', 'classics', 'comics', 'young-adult', 'christian']"
3777,"['young-adult', 'science-fiction', 'fantasy', 'fiction', 'horror', 'paranormal', 'romance']"
2319,"['young-adult', 'mystery', 'romance', 'contemporary', 'fiction', 'chick-lit']"
1232,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
3848,"['fiction', 'graphic-novels', 'young-adult', 'contemporary']"
8567,"['manga', 'graphic-novels', 'comics', 'fantasy', 'fiction', 'mystery', 'horror', 'young-adult', 'thriller']"
2892,"['fiction', 'classics', 'fantasy', 'young-adult']"
1181,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
2881,"['fantasy', 'fiction']"
7834,"['fantasy', 'paranormal', 'fiction', 'romance']"
7374,"['fantasy', 'young-adult', 'mystery', 'fiction', 'paranormal', 'horror']"
4850,"['nonfiction', 'spirituality', 'philosophy', 'self-help', 'religion', 'psychology']"
3294,"['fiction', 'historical-fiction', 'contemporary']"
4479,"['paranormal', 'romance', 'fantasy', 'fiction']"
9535,"['romance', 'contemporary', 'suspense']"
6941,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
5545,"['nonfiction', 'history', 'science']"
3414,"['fantasy', 'science-fiction', 'young-adult', 'fiction']"
1041,"['classics', 'fiction', 'philosophy', 'historical-fiction']"
2144,"['nonfiction', 'biography', 'classics', 'memoir', 'history', 'crime']"
2852,"['fiction', 'horror', 'science-fiction', 'young-adult', 'thriller', 'fantasy']"
2413,"['historical-fiction', 'fiction']"
6711,"['romance', 'contemporary']"
6023,"['romance', 'historical-fiction', 'fiction', 'chick-lit']"
6260,"['fantasy', 'paranormal', 'romance', 'fiction']"
6930,"['romance', 'contemporary']"
6052,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
3233,"['fiction', 'graphic-novels', 'young-adult', 'contemporary', 'romance']"
6571,"['fantasy', 'young-adult', 'fiction', 'historical-fiction']"
5986,"['graphic-novels', 'comics', 'fantasy', 'manga', 'fiction', 'young-adult']"
4280,"['fantasy', 'fiction', 'christian', 'thriller', 'science-fiction', 'suspense']"
1519,"['science-fiction', 'fiction', 'fantasy']"
9245,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'comics', 'fiction']"
2466,"['poetry', 'classics', 'fiction']"
9652,"['romance', 'contemporary', 'historical-fiction', 'chick-lit']"
2608,"['fantasy', 'young-adult', 'fiction', 'romance']"
4002,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
210,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
3875,"['paranormal', 'fantasy', 'romance']"
2654,"['fantasy', 'fiction']"
2333,"['romance', 'contemporary', 'music', 'chick-lit']"
680,"['business', 'self-help', 'nonfiction', 'psychology', 'philosophy']"
8680,"['christian', 'fiction', 'romance', 'chick-lit']"
2050,"['young-adult', 'paranormal', 'romance', 'fantasy']"
9725,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'thriller', 'romance', 'horror']"
7696,"['poetry', 'classics', 'fiction', 'fantasy']"
6026,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']"
6392,"['fiction', 'classics', 'historical-fiction']"
799,"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'science-fiction', 'fantasy']"
1121,"['fiction', 'historical-fiction', 'classics', 'horror']"
9161,"['manga', 'romance', 'graphic-novels', 'young-adult', 'fiction', 'comics', 'contemporary']"
5859,"['fiction', 'graphic-novels', 'young-adult', 'contemporary', 'romance']"
5396,"['mystery', 'fantasy', 'fiction', 'historical-fiction', 'crime', 'horror', 'science-fiction']"
809,"['classics', 'fiction', 'science-fiction', 'fantasy', 'philosophy']"
5791,"['paranormal', 'fantasy', 'romance', 'mystery']"
4775,"['fantasy', 'young-adult', 'fiction', 'mystery', 'romance']"
1548,"['fiction', 'classics', 'fantasy', 'young-adult']"
3827,"['comics', 'graphic-novels', 'fiction', 'mystery', 'fantasy']"
2161,"['contemporary', 'young-adult', 'romance', 'fiction', 'chick-lit', 'mystery']"
3349,"['nonfiction', 'history', 'memoir', 'classics', 'biography']"
318,"['historical-fiction', 'fiction', 'young-adult', 'contemporary']"
4423,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
6862,"['graphic-novels', 'nonfiction', 'history', 'comics', 'memoir', 'biography']"
2656,"['manga', 'romance', 'graphic-novels', 'comics', 'young-adult', 'contemporary']"
3140,"['christian', 'fiction', 'romance', 'contemporary', 'religion']"
3051,"['fiction', 'classics']"
4375,"['fiction', 'classics', 'fantasy', 'young-adult']"
6789,"['romance', 'contemporary', 'chick-lit', 'fiction', 'young-adult']"
4310,"['historical-fiction', 'fiction', 'fantasy']"
7510,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
927,"['young-adult', 'poetry', 'fiction', 'contemporary', 'romance']"
4990,"['christian', 'fiction', 'romance', 'mystery', 'suspense', 'contemporary']"
5546,"['romance', 'contemporary', 'fiction', 'chick-lit']"
6678,"['fantasy', 'fiction', 'science-fiction']"
2865,"['fiction', 'art', 'horror', 'poetry', 'graphic-novels', 'comics', 'classics', 'young-adult', 'fantasy']"
9092,"['manga', 'graphic-novels', 'comics', 'fantasy', 'fiction', 'mystery', 'horror', 'young-adult', 'thriller', 'crime']"
3688,"['mystery', 'thriller', 'fiction', 'horror', 'suspense', 'crime']"
5963,"['fantasy', 'fiction', 'young-adult']"
9781,"['manga', 'romance', 'young-adult', 'graphic-novels', 'comics', 'fiction', 'contemporary']"
2626,"['fantasy', 'young-adult', 'romance', 'fiction', 'historical-fiction']"
4939,"['fiction', 'classics', 'philosophy', 'horror']"
5450,"['romance', 'contemporary', 'young-adult']"
4874,"['graphic-novels', 'comics', 'fantasy', 'fiction']"
1246,"['fantasy', 'fiction']"
793,"['fiction', 'young-adult', 'mystery', 'classics']"
2070,"['fiction', 'graphic-novels', 'young-adult', 'comics']"
1179,"['science-fiction', 'fiction', 'classics', 'fantasy']"
1435,"['fiction', 'classics', 'historical-fiction']"
5856,"['paranormal', 'young-adult', 'romance', 'fantasy', 'contemporary', 'fiction', 'books', 'chick-lit']"
6081,"['romance', 'contemporary', 'fiction', 'chick-lit']"
5718,"['fiction', 'fantasy', 'classics', 'romance', 'young-adult', 'books']"
2721,"['fantasy', 'paranormal', 'fiction']"
6624,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
3478,"['fantasy', 'fiction', 'paranormal']"
3557,"['historical-fiction', 'fiction', 'classics', 'young-adult']"
4457,"['graphic-novels', 'comics', 'young-adult', 'fiction']"
4245,"['fiction', 'classics', 'fantasy', 'young-adult']"
9146,"['historical-fiction', 'fiction', 'romance', 'chick-lit', 'history', 'mystery', 'books']"
4661,"['science', 'nonfiction', 'philosophy']"
230,"['classics', 'fiction', 'romance', 'historical-fiction']"
1607,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
4667,"['young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
8164,"['young-adult', 'fantasy', 'paranormal', 'romance']"
1335,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']"
7191,"['young-adult', 'fiction', 'mystery', 'books', 'thriller', 'contemporary', 'biography', 'suspense']"
5247,"['fantasy', 'fiction', 'science-fiction']"
2263,"['biography', 'history', 'nonfiction', 'christian', 'religion']"
2921,"['poetry', 'classics', 'fiction']"
6423,"['fantasy', 'young-adult', 'romance', 'fiction']"
9774,"['fantasy', 'young-adult', 'fiction', 'mystery', 'horror', 'paranormal']"
1227,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
8595,"['fantasy', 'romance', 'paranormal', 'fiction', 'mystery']"
1956,"['classics', 'historical-fiction', 'fiction', 'young-adult']"
5021,"['romance', 'contemporary', 'chick-lit', 'fiction']"
882,"['fiction', 'thriller', 'historical-fiction', 'mystery', 'suspense', 'crime']"
1484,"['science-fiction', 'fiction', 'fantasy', 'horror']"
2489,"['fantasy', 'fiction']"
3706,"['romance', 'contemporary', 'chick-lit', 'fiction', 'young-adult']"
7124,"['fantasy', 'romance', 'fiction', 'paranormal']"
3454,"['paranormal', 'romance', 'fantasy', 'fiction']"
36,"['young-adult', 'fiction', 'classics', 'science-fiction', 'fantasy']"
2913,"['romance', 'contemporary', 'fiction']"
1838,"['thriller', 'fiction', 'mystery', 'crime', 'suspense']"
4228,"['comics', 'graphic-novels', 'fantasy', 'fiction', 'horror', 'religion', 'crime', 'paranormal', 'thriller', 'mystery']"
51,"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']"
2880,"['young-adult', 'fiction', 'fantasy', 'science-fiction', 'romance']"
1351,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance', 'thriller']"
6445,"['manga', 'comics', 'graphic-novels', 'science-fiction', 'fiction']"
9261,"['romance', 'sports', 'contemporary', 'fiction']"
5878,"['classics', 'fiction', 'fantasy', 'young-adult']"
5511,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
260,"['nonfiction', 'self-help', 'business', 'psychology', 'classics']"
3019,"['fantasy', 'young-adult', 'fiction', 'romance']"
2764,"['fantasy', 'young-adult', 'romance', 'fiction']"
2606,"['fantasy', 'fiction']"
276,"['science-fiction', 'fiction', 'classics', 'fantasy']"
2694,"['self-help', 'spirituality', 'nonfiction', 'philosophy', 'psychology', 'religion']"
3917,"['manga', 'horror', 'comics', 'graphic-novels', 'fantasy', 'paranormal', 'fiction']"
4961,"['fantasy', 'fiction', 'science-fiction']"
8511,"['paranormal', 'fantasy', 'romance', 'young-adult']"
3326,"['young-adult', 'paranormal', 'fantasy', 'romance', 'fiction']"
564,"['young-adult', 'fiction', 'contemporary', 'romance', 'psychology']"
3457,"['poetry', 'classics', 'fiction']"
1698,"['graphic-novels', 'fantasy', 'comics', 'fiction', 'horror', 'science-fiction']"
1772,"['classics', 'fiction', 'young-adult', 'historical-fiction']"
4811,"['history', 'nonfiction']"
3125,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']"
1267,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
8437,"['christian', 'fiction', 'contemporary', 'spirituality', 'religion']"
7153,"['graphic-novels', 'fantasy', 'comics', 'young-adult', 'fiction']"
8112,"['graphic-novels', 'comics', 'horror', 'fiction', 'fantasy', 'science-fiction', 'thriller', 'paranormal', 'young-adult']"
1581,"['historical-fiction', 'fiction', 'classics', 'travel']"
8008,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
1840,"['romance', 'paranormal', 'fantasy', 'fiction']"
3309,"['fantasy', 'fiction', 'mystery', 'paranormal']"
2301,"['young-adult', 'science-fiction', 'fantasy', 'fiction', 'romance', 'thriller', 'books']"
6656,"['fiction', 'classics', 'fantasy', 'comics']"
859,"['fantasy', 'fiction']"
8286,"['cookbooks', 'science', 'nonfiction', 'history', 'classics']"
7906,"['graphic-novels', 'fantasy', 'comics', 'fiction', 'horror', 'art']"
4966,"['mystery', 'fiction', 'young-adult', 'fantasy', 'science-fiction']"
2481,"['history', 'nonfiction', 'classics']"
9776,"['paranormal', 'romance', 'fantasy', 'mystery']"
2960,"['poetry', 'classics', 'fiction']"
6346,"['fantasy', 'fiction', 'young-adult']"
4851,"['manga', 'romance', 'graphic-novels', 'comics', 'young-adult', 'contemporary', 'mystery', 'fiction']"
4947,['fiction']
521,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']"
2437,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit', 'poetry']"
9673,"['manga', 'fantasy', 'romance', 'graphic-novels', 'young-adult', 'fiction', 'comics']"
93,"['classics', 'fiction', 'young-adult', 'historical-fiction', 'fantasy']"
4026,"['science-fiction', 'fiction', 'fantasy']"
1463,"['fantasy', 'fiction', 'young-adult']"
9912,"['historical-fiction', 'history', 'biography', 'nonfiction', 'fiction']"
2039,"['fiction', 'classics']"
9099,"['romance', 'contemporary']"
5752,"['comics', 'graphic-novels', 'fantasy', 'fiction', 'horror', 'religion']"
7633,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
797,"['christian', 'nonfiction', 'religion', 'spirituality']"
2743,"['graphic-novels', 'fantasy', 'comics', 'young-adult', 'fiction']"
3650,"['nonfiction', 'memoir', 'philosophy', 'travel']"
7413,"['romance', 'contemporary', 'mystery', 'suspense']"
3535,"['poetry', 'classics', 'fiction']"
8743,"['graphic-novels', 'comics', 'fantasy', 'manga', 'fiction', 'young-adult', 'romance']"
1614,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
7039,"['fantasy', 'classics', 'fiction', 'young-adult']"
6803,"['romance', 'contemporary', 'young-adult', 'sports', 'chick-lit']"
1930,"['romance', 'paranormal', 'fantasy', 'fiction', 'contemporary', 'chick-lit']"
905,"['fiction', 'fantasy', 'classics']"
6325,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
4507,"['graphic-novels', 'comics', 'science-fiction', 'fiction', 'fantasy', 'thriller', 'horror', 'romance']"
4471,"['historical-fiction', 'romance', 'fiction']"
5773,"['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']"
8831,"['nonfiction', 'memoir', 'biography', 'history', 'poetry', 'classics']"
4757,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
950,"['young-adult', 'contemporary', 'romance', 'fiction']"
1348,"['fiction', 'classics', 'poetry', 'fantasy']"
3420,"['fantasy', 'young-adult', 'fiction']"
1967,"['philosophy', 'nonfiction', 'classics', 'history', 'self-help', 'psychology', 'spirituality']"
7654,"['christian', 'fiction', 'romance']"
6717,"['young-adult', 'paranormal', 'fantasy', 'romance', 'horror', 'fiction']"
3159,"['cookbooks', 'nonfiction', 'classics']"
3872,"['poetry', 'fiction', 'classics']"
571,"['romance', 'fiction', 'chick-lit', 'contemporary', 'mystery']"
7483,"['christian', 'fiction', 'romance', 'mystery', 'suspense', 'contemporary', 'thriller', 'crime', 'chick-lit', 'young-adult']"
1364,"['classics', 'fiction', 'philosophy']"
1961,"['historical-fiction', 'fiction', 'classics', 'romance']"
1611,"['fantasy', 'young-adult', 'fiction']"
5972,"['poetry', 'classics', 'fiction', 'young-adult']"
1702,"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']"
8542,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
6774,"['paranormal', 'fantasy', 'romance', 'mystery']"
8267,"['paranormal', 'romance', 'fantasy', 'science-fiction', 'fiction']"
4073,"['romance', 'contemporary', 'fiction']"
598,"['fantasy', 'fiction', 'young-adult']"
3671,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']"
9906,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'contemporary']"
7150,"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']"
8055,"['fiction', 'classics', 'fantasy', 'young-adult']"
558,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery']"
6110,"['cookbooks', 'nonfiction']"
2879,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
8769,"['romance', 'contemporary', 'suspense', 'fiction', 'crime']"
195,"['historical-fiction', 'fiction', 'romance', 'history', 'contemporary', 'chick-lit', 'classics']"
8965,"['classics', 'fiction', 'poetry', 'historical-fiction', 'books', 'romance']"
5976,"['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']"
971,"['fiction', 'classics', 'fantasy']"
970,"['fantasy', 'young-adult', 'science-fiction', 'fiction']"
5672,"['fantasy', 'fiction']"
5879,"['comics', 'graphic-novels', 'fiction', 'fantasy', 'horror', 'religion', 'paranormal', 'crime', 'books', 'thriller']"
1226,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']"
4798,"['historical-fiction', 'fiction', 'fantasy']"
1535,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'paranormal', 'romance']"
199,"['nonfiction', 'memoir', 'biography', 'contemporary']"
2112,"['young-adult', 'romance', 'contemporary', 'fiction', 'chick-lit']"
8321,"['manga', 'graphic-novels', 'fantasy', 'comics', 'fiction', 'mystery', 'horror', 'young-adult', 'thriller']"
731,"['horror', 'fiction', 'classics', 'paranormal', 'thriller', 'fantasy', 'religion']"
7533,"['paranormal', 'romance', 'fantasy', 'fiction']"
2497,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']"
2438,"['poetry', 'fiction', 'fantasy', 'classics', 'music']"
4927,"['fantasy', 'fiction', 'christian', 'thriller', 'science-fiction', 'suspense', 'mystery']"
9848,"['science-fiction', 'romance', 'fiction', 'fantasy']"
8106,"['fantasy', 'young-adult', 'fiction', 'historical-fiction']"
5611,"['paranormal', 'romance', 'fantasy']"
1593,"['fantasy', 'fiction', 'science-fiction', 'young-adult']"
3488,"['biography', 'history', 'nonfiction']"
5749,"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']"
